unique_step_id,battery_id,step_number,working_ion,battery_formula,formula_charge,formula_discharge,charge_material_id,discharge_material_id,charge_cif,discharge_cif,average_voltage,capacity_grav,capacity_vol,energy_grav,energy_vol,fracA_charge,fracA_discharge,stability_charge,max_delta_volume,delta_stability,delta_fracA,total_steps_in_battery,max_voltage_step
mp-28_Li_Step1,mp-28_Li,1,Li,Li0-3Ce,Ce,Li3Ce,mp-567332,mp-1185231,mp-28_Li_Step1_CHG_mp-567332.cif,mp-28_Li_Step1_DIS_mp-1185231.cif,-2.9298413716209413,6.215798926704662,1295.168213,-222.2429371,-576.1497706,0.0,0.75,-1.3440923784009162,11.267725725817217,-0.333634136,-0.75,1,0.0
mp-2074_Li_Step1,mp-2074_Li,1,Li,Li0-3Sb,Sb,Li3Sb,mp-10630,mp-2074,mp-2074_Li_Step1_CHG_mp-10630.cif,mp-2074_Li_Step1_DIS_mp-2074.cif,-1.8198893247304868,6.336672185907647,1890.293779,572.9091456,1920.448911,0.0,0.75,2.7340007516235745,7.612298897931637,0.32835075,-0.75,1,0.0
mp-568806_Li_Step1,mp-568806_Li,1,Li,Li0-0.17C,C,LiC6,mp-568806,mp-1021323,mp-568806_Li_Step1_CHG_mp-568806.cif,mp-568806_Li_Step1_DIS_mp-1021323.cif,-2.4379756762392826,5.184093877743765,358.2765504,35.9249146,72.54906796,0.0,0.076923077,-1.0786874042075152,-0.1886023144810966,0.011936282,-0.076923077,2,0.23617968
mp-568806_Li_Step2,mp-568806_Li,2,Li,Li0-0.17C,C,LiC6,mp-1021323,mp-1001581,mp-568806_Li_Step2_CHG_mp-1021323.cif,mp-568806_Li_Step2_DIS_mp-1001581.cif,-2.617431080451103,5.139429851359076,367.0483531,-5.713610922,-12.36405191,0.076923077,0.142857143,-1.3440923784009162,-0.19631554701177298,-0.002406077,-0.065934066,2,0.23617968
mp-573471_Li_Step1,mp-573471_Li,1,Li,Li4.25-4.4Sn,Li17Sn4,Li22Sn5,mp-573471,mp-1198729,mp-573471_Li_Step1_CHG_mp-573471.cif,mp-573471_Li_Step1_DIS_mp-1198729.cif,-2.867285133573837,3.3299193927104493,69.58474722,-9.76475813,-25.22557031,0.80952381,0.814814815,-1.3440923784009162,-0.32186563791750905,-0.010069883,-0.005291005,1,0.0
mp-124_Li_Step1,mp-124_Li,1,Li,Li0-3Ag,Ag,Li3Ag,mp-124,mp-865875,mp-124_Li_Step1_CHG_mp-124.cif,mp-124_Li_Step1_DIS_mp-865875.cif,-2.431843248683294,6.439008252839911,1984.816229,131.5583097,417.9336959,0.0,0.75,-1.2635094451954552,10.79232650839992,0.003609163,-0.75,1,0.0
mp-623511_Li_Step1,mp-623511_Li,1,Li,Li0-3Sn,Sn,Li3Sn,mp-1022725,mp-1185265,mp-623511_Li_Step1_CHG_mp-1022725.cif,mp-623511_Li_Step1_DIS_mp-1185265.cif,-2.1878945408309005,6.358257473018916,1878.660768,306.3429214,998.741503,0.0,0.75,-0.16227642862262198,7.545792638226798,0.054256835,-0.75,1,0.0
mp-45_Li_Step1,mp-45_Li,1,Li,Li0-3Ca,Ca,Li3Ca,mp-45,mp-975929,mp-45_Li_Step1_CHG_mp-45.cif,mp-45_Li_Step1_DIS_mp-975929.cif,-2.641172273897174,7.18633227171534,1271.741142,-85.72458651,-82.57498319,0.0,0.75,-1.3440923784009162,7.427564878856481,-0.057445444,-0.75,1,0.0
mp-8633_Li_Step1,mp-8633_Li,1,Li,Li0-3Cr,Cr,Li3Cr,mp-8633,mp-1185185,mp-8633_Li_Step1_CHG_mp-8633.cif,mp-8633_Li_Step1_DIS_mp-1185185.cif,-2.90161282505156,7.0077516867026866,1821.510423,-450.1624313,-742.6191863,0.0,0.75,2.7340007516235745,15.03644500290371,-0.003875875,-0.75,1,0.0
mp-8636_Li_Step1,mp-8636_Li,1,Li,Li0-3Nb,Nb,Li3Nb,mp-8636,mp-1185184,mp-8636_Li_Step1_CHG_mp-8636.cif,mp-8636_Li_Step1_DIS_mp-1185184.cif,-3.2190010022160527,6.56241642057071,2085.178415,-583.5458444,-1721.118698,0.0,0.75,2.7340007516235745,9.945396528287425,-0.378931353,-0.75,1,0.0
mp-80_Li_Step1,mp-80_Li,1,Li,Li0-3Sb,Sb,Li3Sb,mp-80,mp-7955,mp-80_Li_Step1_CHG_mp-80.cif,mp-80_Li_Step1_DIS_mp-7955.cif,-1.8325177861005297,6.336672185907647,1679.324094,563.5367907,1678.202994,0.0,0.75,2.7340007516235745,8.642810725459348,0.287371405,-0.75,1,0.0
mp-867343_Li_Step1,mp-867343_Li,1,Li,Li0-3Cd,Cd,Li3Cd,mp-1096861,mp-867343,mp-867343_Li_Step1_CHG_mp-1096861.cif,mp-867343_Li_Step1_DIS_mp-867343.cif,-2.4084687896979324,6.40437341572683,1791.743119,145.6375415,432.3984224,0.0,0.75,-1.3440923784009162,9.488397124317295,0.0,-0.75,1,0.0
mp-1009747_Li_Step1,mp-1009747_Li,1,Li,Li0-1ScSn,ScSn,LiScSn,mp-1009747,mp-1100438,mp-1009747_Li_Step1_CHG_mp-1009747.cif,mp-1009747_Li_Step1_DIS_mp-1100438.cif,-1.8021999230917378,5.06319568424547,578.5416262,163.2583128,601.2398294,0.0,0.333333333,2.7340007516235745,-0.161961358762314,0.556952976,-0.333333333,1,0.0
mp-1045514_Li_Step1,mp-1045514_Li,1,Li,Li0-0.5CrO2,CrO2,LiCr2O4,mp-1389152,mp-1045514,mp-1045514_Li_Step1_CHG_mp-1389152.cif,mp-1045514_Li_Step1_DIS_mp-1045514.cif,0.3568973752211144,5.038327664374663,624.2236979,594.5851383,2422.488861,0.0,0.142857143,2.0828473029263517,-0.1881608531423841,0.051402287,-0.142857143,1,0.0
mp-1045401_Li_Step1,mp-1045401_Li,1,Li,Li0-0.5MnS2,MnS2,Li(MnS2)2,mp-1386044,mp-1045401,mp-1045401_Li_Step1_CHG_mp-1386044.cif,mp-1045401_Li_Step1_DIS_mp-1045401.cif,-1.13831979182059,4.703742224687213,370.8451569,209.2001709,709.4120584,0.0,0.142857143,-1.0869767188043016,0.33928032575950856,0.011561333,-0.142857143,1,0.0
mp-1001833_Li_Step1,mp-1001833_Li,1,Li,Li0-2InBi,InBi,Li2InBi,mp-1001833,mp-1096733,mp-1001833_Li_Step1_CHG_mp-1001833.cif,mp-1001833_Li_Step1_DIS_mp-1096733.cif,-3.9989641548496735,5.073539625673141,81.06464596,-293.9696455,-150.124316,0.0,0.5,-0.7712735740199741,16.584200138084693,-1.0,-0.5,1,0.0
mp-1009755_Li_Step1,mp-1009755_Li,1,Li,Li0-1Ca2Ge,Ca2Ge,LiCa2Ge,mp-1009755,mp-1206798,mp-1009755_Li_Step1_CHG_mp-1009755.cif,mp-1009755_Li_Step1_DIS_mp-1206798.cif,-2.756362249252335,5.128626034402757,452.7579389,-36.33069346,-98.03620474,0.0,0.25,-0.992322418184121,-0.02817619172248686,-0.050170019,-0.25,1,0.0
mp-1009555_Li_Step1,mp-1009555_Li,1,Li,Li0-1CrO2,CrO2,LiCrO2,mp-1009555,mp-1236414,mp-1009555_Li_Step1_CHG_mp-1009555.cif,mp-1009555_Li_Step1_DIS_mp-1236414.cif,-2.856872023221043,5.689444768897132,1423.429227,-102.8049067,-496.508052,0.0,0.25,2.5986091150609774,0.8231174182602707,-0.91185943,-0.25,1,0.0
mp-1002219_Li_Step1,mp-1002219_Li,1,Li,Li0-2TlSb,TlSb,Li2TlSb,mp-1002219,mp-1097580,mp-1002219_Li_Step1_CHG_mp-1002219.cif,mp-1002219_Li_Step1_DIS_mp-1097580.cif,-3.8032724025458777,5.066662956025306,80.21975141,-251.3414187,-127.8991963,0.0,0.5,0.1906898154174093,16.584200138084693,-1.0,-0.5,1,0.0
mp-1009756_Li_Step1,mp-1009756_Li,1,Li,Li0-1Ca2Pb,Ca2Pb,LiCa2Pb,mp-1009756,mp-1185325,mp-1009756_Li_Step1_CHG_mp-1009756.cif,mp-1009756_Li_Step1_DIS_mp-1185325.cif,-2.562565361819448,4.522543745207342,386.2089588,3.508289843,14.87801011,0.0,0.25,-0.5528038048929443,-0.11671007736983169,0.015147991,-0.25,1,0.0
mp-1008911_Li_Step1,mp-1008911_Li,1,Li,Li0-1MnAs,MnAs,LiMnAs,mp-1009131,mp-1008911,mp-1008911_Li_Step1_CHG_mp-1009131.cif,mp-1008911_Li_Step1_DIS_mp-1008911.cif,-1.663979335740463,5.282778948683998,817.9181986,239.2421334,998.7962143,0.0,0.333333333,2.7340007516235745,1.0230613603061292,0.299148804,-0.333333333,1,0.0
mp-1018126_Li_Step1,mp-1018126_Li,1,Li,Li0-2GaBi,GaBi,Li2GaBi,mp-1018126,mp-1093540,mp-1018126_Li_Step1_CHG_mp-1018126.cif,mp-1018126_Li_Step1_DIS_mp-1093540.cif,-4.092229719655376,5.2160465605476,80.54124886,-361.7656115,-159.0411477,0.0,0.5,-0.7456278476929094,16.584200138084693,-1.0,-0.5,1,0.0
mp-1040470_Li_Step1,mp-1040470_Li,1,Li,Li0-1FeS2,FeS2,LiFeS2,mp-1393120,mp-1040470,mp-1040470_Li_Step1_CHG_mp-1393120.cif,mp-1040470_Li_Step1_DIS_mp-1040470.cif,-1.0298669399529683,4.696435159512218,387.9854699,223.1577804,797.5794543,0.0,0.142857143,2.7340007516235745,0.6604757073426105,0.080704072,-0.142857143,2,0.418923725
mp-1040470_Li_Step2,mp-1040470_Li,2,Li,Li0-1FeS2,FeS2,LiFeS2,mp-1040470,mp-1176715,mp-1040470_Li_Step2_CHG_mp-1040470.cif,mp-1040470_Li_Step2_DIS_mp-1176715.cif,-1.3481759765466184,4.668966053614297,385.1406024,172.8224623,630.3867411,0.142857143,0.25,2.1664752316445024,-0.3392437521859649,0.008162588,-0.107142857,2,0.418923725
mp-1039025_Li_Step1,mp-1039025_Li,1,Li,Li0-2MgCd,MgCd,Li2MgCd,mp-1039025,mp-1222648,mp-1039025_Li_Step1_CHG_mp-1039025.cif,mp-1039025_Li_Step1_DIS_mp-1222648.cif,-1.9636125162684055,5.8775511468084805,1129.592959,294.2862314,933.9472197,0.0,0.5,2.7340007516235745,0.19805696786463117,0.560640675,-0.5,1,0.0
mp-1045896_Li_Step1,mp-1045896_Li,1,Li,Li0-1Ni9O13,Ni9O13,LiNi9O13,mp-1045896,mp-1235587,mp-1045896_Li_Step1_CHG_mp-1045896.cif,mp-1045896_Li_Step1_DIS_mp-1235587.cif,0.9929952754941049,3.6126338490423833,198.1050093,170.1465504,934.6525621,0.0,0.043478261,2.7266895314655026,-0.3637913939630949,0.054969918,-0.043478261,1,0.0
mp-1072259_Li_Step1,mp-1072259_Li,1,Li,Li0-1LuSn2,LuSn2,LiLuSn2,mp-1072259,mp-1078650,mp-1072259_Li_Step1_CHG_mp-1072259.cif,mp-1072259_Li_Step1_DIS_mp-1078650.cif,-2.7959067691306068,4.173083571989163,482.3607869,-17.1660788,-129.5502228,0.0,0.25,-1.3440923784009162,1.17515597873652,-0.188450872,-0.25,1,0.0
mp-1072922_Li_Step1,mp-1072922_Li,1,Li,Li0-1TbSn2,TbSn2,LiTbSn2,mp-1072922,mp-1078515,mp-1072922_Li_Step1_CHG_mp-1072922.cif,mp-1072922_Li_Step1_DIS_mp-1078515.cif,-2.577774463478859,4.2115006569476385,472.51142,1.229909186,8.744602683,0.0,0.25,-1.3440923784009162,1.0197875433059853,-0.099481007,-0.25,1,0.0
mp-1078799_Li_Step1,mp-1078799_Li,1,Li,Li1-3NbF6,LiNbF6,Li3NbF6,mp-1078799,mp-1110578,mp-1078799_Li_Step1_CHG_mp-1078799.cif,mp-1078799_Li_Step1_DIS_mp-1110578.cif,-2.3133461681911776,5.465482960186153,672.1180289,86.27476496,246.3436268,0.125,0.3,-1.3440923784009162,0.7077121655977895,-0.366658335,-0.175,1,0.0
mp-1100430_Li_Step1,mp-1100430_Li,1,Li,Li1-2ZnSb,LiZnSb,Li2ZnSb,mp-1100430,mp-1222606,mp-1100430_Li_Step1_CHG_mp-1100430.cif,mp-1100430_Li_Step1_DIS_mp-1222606.cif,-2.6223994595058824,4.900127316663049,582.5370404,-5.362124755,-23.43192137,0.333333333,0.5,-1.207585095361825,0.8705089485636961,-0.18734736,-0.166666667,1,0.0
mp-11830_Li_Step1,mp-11830_Li,1,Li,Li1-2CeSn,LiCeSn,Li2CeSn,mp-11830,mp-1185039,mp-11830_Li_Step1_CHG_mp-11830.cif,mp-11830_Li_Step1_DIS_mp-1185039.cif,-2.2742467276476233,4.597934497316412,545.8351655,41.078363,228.146454,0.333333333,0.5,2.140824798847417,0.13561657687738662,0.121508892,-0.166666667,1,0.0
mp-17754_Li_Step1,mp-17754_Li,1,Li,Li2-4MnF6,Li2MnF6,Li4MnF6,mp-752936,mp-755656,mp-17754_Li_Step1_CHG_mp-752936.cif,mp-17754_Li_Step1_DIS_mp-755656.cif,0.5462495243582887,4.9575522411511965,421.8243523,583.3436354,1742.137594,0.222222222,0.3,-1.3440923784009162,0.14313474580369065,-0.037646666,-0.077777778,2,0.230194783
mp-17754_Li_Step2,mp-17754_Li,2,Li,Li2-4MnF6,Li2MnF6,Li4MnF6,mp-755656,mp-831158,mp-17754_Li_Step2_CHG_mp-755656.cif,mp-17754_Li_Step2_DIS_mp-831158.cif,0.3713415982819527,4.921883084918973,399.0210807,531.3917247,1556.107348,0.3,0.363636364,-0.5174908964664308,0.0702477666432831,0.00205708,-0.063636364,2,0.230194783
mp-1222464_Li_Step1,mp-1222464_Li,1,Li,Li6-7Mn2N3,Li6Mn2N3,Li7Mn2N3,mp-1222464,mp-1222475,mp-1222464_Li_Step1_CHG_mp-1222464.cif,mp-1222464_Li_Step1_DIS_mp-1222475.cif,-2.490790533972929,4.902934492474621,318.5969947,17.77808196,42.3687594,0.545454545,0.583333333,2.002317473506248,-0.062306362149321746,0.024530534,-0.037878788,1,0.0
mp-1235320_Li_Step1,mp-1235320_Li,1,Li,Li0-0.12VO2,VO2,LiV8O16,mp-1446045,mp-1235320,mp-1235320_Li_Step1_CHG_mp-1446045.cif,mp-1235320_Li_Step1_DIS_mp-1235320.cif,-0.477008137548088,3.712951449527155,137.2775006,111.2614696,382.0853932,0.0,0.04,1.529866204604231,-0.21640090409059146,0.006233846,-0.04,1,0.0
mp-18536_Li_Step1,mp-18536_Li,1,Li,Li0-1AgF3,AgF3,LiAgF3,mp-18536,mp-760151,mp-18536_Li_Step1_CHG_mp-18536.cif,mp-18536_Li_Step1_DIS_mp-760151.cif,1.2862286009523505,5.056245555029806,686.2634508,796.2061893,3502.611184,0.0,0.2,-1.3440923784009162,0.24194439888572736,-0.056291899,-0.2,1,0.0
mp-18782_Li_Step1,mp-18782_Li,1,Li,Li0-1FeO2,FeO2,LiFeO2,mp-25332,mp-18782,mp-18782_Li_Step1_CHG_mp-25332.cif,mp-18782_Li_Step1_DIS_mp-18782.cif,0.3962474784828693,5.648133684642944,1196.562871,1111.984809,4705.592119,0.0,0.25,2.1132136684466656,0.23398849465561175,0.146931363,-0.25,1,0.0
mp-18767_Li_Step1,mp-18767_Li,1,Li,Li0-1MnO2,MnO2,LiMnO2,mp-510732,mp-18767,mp-18767_Li_Step1_CHG_mp-510732.cif,mp-18767_Li_Step1_DIS_mp-18767.cif,0.19295312620199936,5.657714606723636,1147.849589,1046.342901,4206.911069,0.0,0.25,2.1305055690041446,0.6107844801218191,0.152775691,-0.25,1,0.0
mp-18793_Li_Step1,mp-18793_Li,1,Li,Li0-1CrO2,CrO2,LiCrO2,mp-714929,mp-1176774,mp-18793_Li_Step1_CHG_mp-714929.cif,mp-18793_Li_Step1_DIS_mp-1176774.cif,0.6224490424979148,5.038327664374663,598.4848168,648.1312,2531.765936,0.0,0.142857143,2.444348317833843,0.1213567782025907,0.10404243,-0.142857143,3,0.31226359
mp-18793_Li_Step2,mp-18793_Li,2,Li,Li0-1CrO2,CrO2,LiCrO2,mp-1176774,mp-768634,mp-18793_Li_Step2_CHG_mp-1176774.cif,mp-18793_Li_Step2_DIS_mp-768634.cif,0.3851831237529818,4.332254701508196,301.0575949,294.3055421,1179.552413,0.142857143,0.2,0.3880694856634129,-0.35038488298943254,0.046822258,-0.057142857,3,0.31226359
mp-18793_Li_Step3,mp-18793_Li,3,Li,Li0-1CrO2,CrO2,LiCrO2,mp-768634,mp-18793,mp-18793_Li_Step3_CHG_mp-768634.cif,mp-18793_Li_Step3_DIS_mp-18793.cif,0.29675689679369815,4.313243708512939,302.1721055,280.1146389,1148.753221,0.2,0.25,-0.602816128286588,-0.37036432090797694,0.033695914,-0.05,3,0.31226359
mp-18896_Li_Step1,mp-18896_Li,1,Li,Li0-3V6O13,V6O13,Li3V6O13,mp-870306,mp-555660,mp-18896_Li_Step1_CHG_mp-870306.cif,mp-18896_Li_Step1_DIS_mp-555660.cif,-0.5031941189970786,4.630959963302333,361.9044572,279.3169286,994.8187522,0.0,0.095238095,-0.9810915410238047,0.15920172106433123,-0.047663958,-0.095238095,2,0.48361416
mp-18896_Li_Step2,mp-18896_Li,2,Li,Li0-3V6O13,V6O13,Li3V6O13,mp-555660,mp-542665,mp-18896_Li_Step2_CHG_mp-555660.cif,mp-18896_Li_Step2_DIS_mp-542665.cif,-0.8706566143538347,3.9346930446294013,181.5584377,113.5932102,411.2715187,0.095238095,0.136363636,0.044020187061257585,-0.3733423194493216,-0.019786968,-0.041125541,2,0.48361416
mp-18988_Li_Step1,mp-18988_Li,1,Li,Li1.62-2MnO3,Li13Mn8O24,Li2MnO3,mp-758698,mp-18988,mp-18988_Li_Step1_CHG_mp-758698.cif,mp-18988_Li_Step1_DIS_mp-18988.cif,0.9540445001787445,4.466319947864281,320.5957446,401.5036568,1496.124976,0.288888889,0.333333333,0.04856944416950717,-0.3345867051468281,0.064241671,-0.044444444,1,0.0
mp-18925_Li_Step1,mp-18925_Li,1,Li,Li4-6CoO4,Li4CoO4,Li6CoO4,mp-776004,mp-754280,mp-18925_Li_Step1_CHG_mp-776004.cif,mp-18925_Li_Step1_DIS_mp-754280.cif,-0.1613810199386461,5.141789532777842,453.2705024,543.8480497,1449.876727,0.444444444,0.5,0.7051648496055151,-0.26578716382075723,0.078951121,-0.055555556,2,1.054548157
mp-18925_Li_Step2,mp-18925_Li,2,Li,Li4-6CoO4,Li4CoO4,Li6CoO4,mp-754280,mp-18925,mp-18925_Li_Step2_CHG_mp-754280.cif,mp-18925_Li_Step2_DIS_mp-18925.cif,-0.9626538719268675,5.098956940585547,435.7549213,349.1772161,934.325074,0.5,0.545454545,-0.9671675396567552,-0.0670466384785149,0.016994172,-0.045454545,2,1.054548157
mp-1907_Li_Step1,mp-1907_Li,1,Li,Li0-1TiTe2,TiTe2,LiTiTe2,mp-1907,mp-1222726,mp-1907_Li_Step1_CHG_mp-1907.cif,mp-1907_Li_Step1_DIS_mp-1222726.cif,-1.6364649889112952,3.8003421200248777,245.4563413,54.96716887,308.6259479,0.0,0.142857143,-1.3440923784009162,0.2127781154823802,-0.003959251,-0.142857143,2,0.09512952
mp-1907_Li_Step2,mp-1907_Li,2,Li,Li0-1TiTe2,TiTe2,LiTiTe2,mp-1222726,mp-10189,mp-1907_Li_Step2_CHG_mp-1222726.cif,mp-1907_Li_Step2_DIS_mp-10189.cif,-1.7087468484856518,3.7893372679959816,234.1387647,50.23964707,272.1222193,0.142857143,0.25,-1.2557083426002937,-0.0008350856187110091,-0.011785809,-0.107142857,2,0.09512952
mp-19338_Li_Step1,mp-19338_Li,1,Li,Li0-1MoO2,MoO2,LiMoO2,mp-714883,mp-19338,mp-19338_Li_Step1_CHG_mp-714883.cif,mp-19338_Li_Step1_DIS_mp-19338.cif,-0.758452331761691,5.296848349570762,1009.076333,479.4588042,2434.800803,0.0,0.25,2.7340007516235745,0.09430964533653387,0.180982436,-0.25,1,0.0
mp-19308_Li_Step1,mp-19308_Li,1,Li,Li0-2NiO2,NiO2,Li2NiO2,mp-510753,mp-25587,mp-19308_Li_Step1_CHG_mp-510753.cif,mp-19308_Li_Step1_DIS_mp-25587.cif,0.2925254119548514,5.618631041443721,1181.595409,1042.07021,4485.434345,0.0,0.25,1.457751565307168,1.1625360480783131,0.094995471,-0.25,2,1.0259856
mp-19308_Li_Step2,mp-19308_Li,2,Li,Li0-2NiO2,NiO2,Li2NiO2,mp-25587,mp-19308,mp-19308_Li_Step2_CHG_mp-25587.cif,mp-19308_Li_Step2_DIS_mp-19308.cif,-0.48704487353079,5.550209778597472,1032.838739,709.9525071,2861.063993,0.25,0.4,-0.5001442968692599,0.7410206792135636,0.035910007,-0.15,2,1.0259856
mp-19395_Li_Step1,mp-19395_Li,1,Li,Li0-0.25MnO2,MnO2,LiMn4O8,mp-19395,mp-1003315,mp-19395_Li_Step1_CHG_mp-19395.cif,mp-19395_Li_Step1_DIS_mp-1003315.cif,-0.060824689166311896,4.338119936823735,303.441621,251.7050674,1010.776821,0.0,0.076923077,-1.3440923784009162,-0.24156477150345718,-0.027308942,-0.076923077,1,0.0
mp-19394_Li_Step1,mp-19394_Li,1,Li,Li0-1.25VO2,VO2,Li5V4O8,mp-714960,mp-1288227,mp-19394_Li_Step1_CHG_mp-714960.cif,mp-19394_Li_Step1_DIS_mp-1288227.cif,0.17507702473712428,5.050380092969545,586.1509077,564.7318939,2134.474564,0.0,0.142857143,2.0024068180258703,-0.14153182201071335,0.151437335,-0.142857143,3,2.22166179
mp-19394_Li_Step2,mp-19394_Li,2,Li,Li0-1.25VO2,VO2,Li5V4O8,mp-1288227,mp-1176523,mp-19394_Li_Step2_CHG_mp-1288227.cif,mp-19394_Li_Step2_DIS_mp-1176523.cif,-0.8453144042117959,5.011260136175112,597.2190304,342.7042383,1372.756975,0.142857143,0.25,-1.1226730333877295,-0.2428720141881486,-0.002153651,-0.107142857,3,2.22166179
mp-19394_Li_Step3,mp-19394_Li,3,Li,Li0-1.25VO2,VO2,Li5V4O8,mp-1176523,mp-771611,mp-19394_Li_Step3_CHG_mp-1176523.cif,mp-19394_Li_Step3_DIS_mp-771611.cif,-2.5333902562343202,4.305886857648044,282.8621976,5.625561996,21.75784887,0.25,0.294117647,-1.0750263503448356,0.05837590399007182,-0.041713659,-0.044117647,3,2.22166179
mp-20021_Li_Step1,mp-20021_Li,1,Li,Li0-1DySn2,DySn2,LiDySn2,mp-20021,mp-1091364,mp-20021_Li_Step1_CHG_mp-20021.cif,mp-20021_Li_Step1_DIS_mp-1091364.cif,-2.6099384500558815,4.202807298065184,473.6631022,-1.569383508,-11.28459317,0.0,0.25,-1.3440923784009162,1.0858458409472094,-0.120316506,-0.25,1,0.0
mp-20012_Li_Step1,mp-20012_Li,1,Li,Li0-2InSb,InSb,Li2InSb,mp-20012,mp-1097086,mp-20012_Li_Step1_CHG_mp-20012.cif,mp-20012_Li_Step1_DIS_mp-1097086.cif,-4.111487805884468,5.370722005531695,87.79188354,-431.4829308,-176.9976792,0.0,0.5,-1.3440923784009162,16.584200138084693,-1.0,-0.5,1,0.0
mp-21633_Li_Step1,mp-21633_Li,1,Li,Li1-3VF6,LiVF6,Li3VF6,mp-759960,mp-1177787,mp-21633_Li_Step1_CHG_mp-759960.cif,mp-21633_Li_Step1_DIS_mp-1177787.cif,0.9869963538826269,5.0165163586846875,406.8595406,705.9677335,1916.336992,0.125,0.222222222,-0.4858168110476076,-0.27834263588872976,0.018625029,-0.097222222,2,0.754861445
mp-21633_Li_Step2,mp-21633_Li,2,Li,Li1-3VF6,LiVF6,Li3VF6,mp-1177787,mp-21633,mp-21633_Li_Step2_CHG_mp-1177787.cif,mp-21633_Li_Step2_DIS_mp-21633.cif,0.41343318478868063,4.978691128937341,404.3642744,570.6737293,1599.345112,0.222222222,0.3,-0.8903676432773736,-0.3494994131817113,0.020492059,-0.077777778,2,0.754861445
mp-21284_Li_Step1,mp-21284_Li,1,Li,Li1-1.15MnAs,LiMnAs,Li23(MnAs)20,mp-21284,mp-531949,mp-21284_Li_Step1_CHG_mp-21284.cif,mp-21284_Li_Step1_DIS_mp-531949.cif,-3.122432313000537,3.40669823783917,122.4134117,-20.36662712,-85.48284738,0.333333333,0.365079365,1.426339376197274,0.8240827179347529,-0.063583138,-0.031746032,1,0.0
mp-2207_Li_Step1,mp-2207_Li,1,Li,Li0-1NbSe2,NbSe2,LiNbSe2,mp-2207,mp-1025496,mp-2207_Li_Step1_CHG_mp-2207.cif,mp-2207_Li_Step1_DIS_mp-1025496.cif,-1.2432530623961402,4.653726579978262,602.616737,184.5417272,1069.559458,0.0,0.25,-1.3207714794015797,-0.24843115290052312,0.001043164,-0.25,1,0.0
mp-21735_Li_Step1,mp-21735_Li,1,Li,Li0-1Fe5O8,Fe5O8,LiFe5O8,mp-510746,mp-21735,mp-21735_Li_Step1_CHG_mp-510746.cif,mp-21735_Li_Step1_DIS_mp-21735.cif,1.0203882781498346,4.185291903216197,290.9026847,307.6451804,1382.956309,0.0,0.071428571,2.0421644005027573,-0.18984907677478763,0.100389297,-0.071428571,1,0.0
mp-2164_Li_Step1,mp-2164_Li,1,Li,Li0-2Mo3S4,Mo3S4,Li2Mo3S4,mp-2164,mp-675711,mp-2164_Li_Step1_CHG_mp-2164.cif,mp-2164_Li_Step1_DIS_mp-675711.cif,-1.1042212622716132,3.494709258822431,159.7777353,62.53470457,312.8187721,0.0,0.066666667,0.060544281981875434,-0.24935030942677672,0.0316721,-0.066666667,3,0.240063904
mp-2164_Li_Step2,mp-2164_Li,2,Li,Li0-2Mo3S4,Mo3S4,Li2Mo3S4,mp-675711,mp-677108,mp-2164_Li_Step2_CHG_mp-675711.cif,mp-2164_Li_Step2_DIS_mp-677108.cif,-1.2866279999257064,4.3724043169297815,375.385003,134.3881044,644.8262825,0.066666667,0.2,-0.6148596791684454,0.12585552629034183,0.029049356,-0.133333333,3,0.240063904
mp-2164_Li_Step3,mp-2164_Li,3,Li,Li0-2Mo3S4,Mo3S4,Li2Mo3S4,mp-677108,mp-675779,mp-2164_Li_Step3_CHG_mp-677108.cif,mp-2164_Li_Step3_DIS_mp-675779.cif,-1.3071824841457156,2.808416283717251,74.53888685,26.34758574,126.0245048,0.2,0.222222222,-1.2527926969571002,-0.34065461206772063,0.004090127,-0.022222222,3,0.240063904
mp-2194_Li_Step1,mp-2194_Li,1,Li,Li0-1TiSe2,TiSe2,LiTiSe2,mp-2194,mp-1206595,mp-2194_Li_Step1_CHG_mp-2194.cif,mp-2194_Li_Step1_DIS_mp-1206595.cif,-1.4042222098634691,4.844103916858364,590.0628366,196.9225565,922.2732016,0.0,0.25,-1.3440923784009162,-0.10343853343732613,0.0,-0.25,1,0.0
mp-25207_Li_Step1,mp-25207_Li,1,Li,Li0-0.67V2O5,V2O5,Li2V6O15,mp-25207,mp-776037,mp-25207_Li_Step1_CHG_mp-25207.cif,mp-25207_Li_Step1_DIS_mp-776037.cif,0.18972101358781054,4.294553206000266,236.1051398,264.672633,864.3297101,0.0,0.066666667,-0.6868843952499994,-0.2702269244659161,0.005321882,-0.066666667,2,0.517918
mp-25207_Li_Step2,mp-25207_Li,2,Li,Li0-0.67V2O5,V2O5,Li2V6O15,mp-776037,mp-27751,mp-25207_Li_Step2_CHG_mp-776037.cif,mp-25207_Li_Step2_DIS_mp-27751.cif,-0.20380642297480028,3.2168873371362605,78.88620406,75.27267937,247.928699,0.066666667,0.086956522,-0.8027750575709871,-0.3818613936298894,-0.009639384,-0.020289855,2,0.517918
mp-22584_Li_Step1,mp-22584_Li,1,Li,Li0-1.5MnO2,MnO2,Li3Mn2O4,mp-25275,mp-1272804,mp-22584_Li_Step1_CHG_mp-25275.cif,mp-22584_Li_Step1_DIS_mp-1272804.cif,0.3253987984527788,5.005463525526454,598.7525452,569.0920274,2298.819063,0.0,0.142857143,-0.6193857250477356,0.1143241043404078,0.03293045,-0.142857143,4,2.310312495
